job_title,Skills_Text,Skills_Text_Display,Cluster,Role
Machine Learning Engineer,"aws, azure, c, data science, deep learning, docker, gcp, kubernetes, machine learning, nlp, python, pytorch, r, scala, software engineering, tensorflow, transformers","aws, azure, c, data science, deep learning, docker, gcp, kubernetes, machine learning, nlp, python, ...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Sensor Fusion and Machine Learning","c, c++, computer vision, git, machine learning, python, pytorch, r, scala","c, c++, computer vision, git, machine learning, python, pytorch, r, scala",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Level 5","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning & Computer Vision Engineer,"c, c++, computer vision, deep learning, java, javascript, machine learning, python, pytorch, r, tensorflow","c, c++, computer vision, deep learning, java, javascript, machine learning, python, pytorch, r, tens...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Early Career Software Engineer – Applied AI,"aws, c, java, javascript, machine learning, python, pytorch, r, scala, software engineering, tensorflow, typescript","aws, c, java, javascript, machine learning, python, pytorch, r, scala, software engineering, tensorf...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"PhD Machine Learning Engineer, New Grad","c, git, github, large language models, machine learning, numpy, pandas, python, r, scala, spark","c, git, github, large language models, machine learning, numpy, pandas, python, r, scala, spark",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Software Engineer, iOS","c, java, node.js, r, typescript","c, java, node.js, r, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Generative AI Innovation Center - Model Customization","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Engineer (L5) - Commerce Product Data Engineering,"c, data science, java, machine learning, python, r, scala, spark, sql","c, data science, java, machine learning, python, r, scala, spark, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Robotics","c, computer vision, data science, deep learning, machine learning, python, r","c, computer vision, data science, deep learning, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Gen AI Innovation Center, AWS","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
Senior AI Data Scientist,"azure, c, data science, large language models, machine learning, pandas, python, pytorch, r","azure, c, data science, large language models, machine learning, pandas, python, pytorch, r",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer, TikTok Ads Creative & Ecosystem","aws, c, c++, machine learning, nlp, python, r, scala","aws, c, c++, machine learning, nlp, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Artificial Intelligence / Data Scientist Intern (HR),"c, data science, data visualization, machine learning, power bi, r, tableau","c, data science, data visualization, machine learning, power bi, r, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Frontend","c, css, html, java, javascript, r, typescript","c, css, html, java, javascript, r, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Senior Data Scientist, Full-time, Days","azure, c, computer vision, data science, deep learning, git, machine learning, python, pytorch, r, scala, sql","azure, c, computer vision, data science, deep learning, git, machine learning, python, pytorch, r, s...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (Data-Search-TikTok.US - San Jose) - 2025 Start (PhD),"aws, c, machine learning, nlp, r","aws, c, machine learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"aws, c, docker, feature engineering, git, github, hadoop, kubernetes, machine learning, node.js, python, pytorch, r, scala, spark, tensorflow","aws, c, docker, feature engineering, git, github, hadoop, kubernetes, machine learning, node.js, pyt...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer - Platform, Monetization Generative AI","aws, azure, c, deep learning, diffusion models, docker, gcp, kubernetes, machine learning, pytorch, r, scala, software engineering, spark","aws, azure, c, deep learning, diffusion models, docker, gcp, kubernetes, machine learning, pytorch, ...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Machine Learning","c, databricks, kubernetes, machine learning, python, r, sql","c, databricks, kubernetes, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, deep learning, gcp, kubernetes, python, pytorch, r, software engineering, spark, sql, tensorflow","c, deep learning, gcp, kubernetes, python, pytorch, r, software engineering, spark, sql, tensorflow",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, azure, c, cloud computing, databases, gcp, machine learning, python, pytorch, r, scala, sql","aws, azure, c, cloud computing, databases, gcp, machine learning, python, pytorch, r, scala, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Data Scientist,"c, data science, gcp, machine learning, python, r","c, data science, gcp, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Senior Machine Learning Engineer,"aws, azure, c, deep learning, gcp, machine learning, neural networks, nlp, numpy, pandas, python, pytorch, r, tensorflow","aws, azure, c, deep learning, gcp, machine learning, neural networks, nlp, numpy, pandas, python, py...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Systems Engineer,"aws, c, java, machine learning, r","aws, c, java, machine learning, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Software Engineer - Pretraining Data,"c, r, scala, spark","c, r, scala, spark",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Level 4","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Software Engineer, Systems ML - Wearables AI","c, c++, deep learning, git, machine learning, python, pytorch, r","c, c++, deep learning, git, machine learning, python, pytorch, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Monetization Engineering","aws, c, deep learning, hadoop, machine learning, r, scala, spark","aws, c, deep learning, hadoop, machine learning, r, scala, spark",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer,"aws, c, computer vision, large language models, mongodb, nlp, node.js, python, r, scala, selenium","aws, c, computer vision, large language models, mongodb, nlp, node.js, python, r, scala, selenium",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Scientist,"c, figma, machine learning, python, r, sql","c, figma, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"c, c++, css, data science, git, html, java, javascript, nlp, python, r, spark, sql","c, c++, css, data science, git, html, java, javascript, nlp, python, r, spark, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, azure, c, data science, databricks, docker, gcp, kubernetes, machine learning, neural networks, nlp, python, pytorch, r, scala, software engineering, sql, tensorflow","aws, azure, c, data science, databricks, docker, gcp, kubernetes, machine learning, neural networks,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Scene Understanding","c, deep learning, machine learning, numpy, pandas, python, pytorch, r, tensorflow","c, deep learning, machine learning, numpy, pandas, python, pytorch, r, tensorflow",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Junior Data Scientist, Global Sourcing","c, data science, data visualization, machine learning, power bi, python, r, sql, tableau","c, data science, data visualization, machine learning, power bi, python, r, sql, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, python, pytorch, r, tensorflow","c, c++, computer vision, deep learning, machine learning, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, c, data science, git, kubernetes, machine learning, nlp, python, r, scala","aws, c, data science, git, kubernetes, machine learning, nlp, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Senior Machine Learning Engineer,"c, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, deep learning, machine learning, python, pytorch, r, scala, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"PhD Machine Learning Engineer, Intern","c, git, github, large language models, machine learning, numpy, pandas, python, r, scala, spark","c, git, github, large language models, machine learning, numpy, pandas, python, r, scala, spark",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer Intern (Lead Ads) - 2025 Summer (BS/MS),"aws, c, c++, feature engineering, machine learning, python, pytorch, r, scala, tensorflow","aws, c, c++, feature engineering, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Data Scientist,"aws, c, data science, databases, large language models, machine learning, python, r, software engineering","aws, c, data science, databases, large language models, machine learning, python, r, software engine...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer - Data Pipeline,"c, databases, deep learning, docker, git, github, hadoop, kubernetes, machine learning, python, pytorch, r, scala, selenium","c, databases, deep learning, docker, git, github, hadoop, kubernetes, machine learning, python, pyto...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Senior Machine Learning Software Engineer,"c, c++, deep learning, machine learning, python, r","c, c++, deep learning, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Amazon General Intelligence (AGI)","aws, c, deep learning, large language models, machine learning, r, scala","aws, c, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
Senior Machine Learning Engineer,"aws, c, c++, computer vision, deep learning, git, java, machine learning, nlp, python, pytorch, r, scala, statistical modeling, tensorflow","aws, c, c++, computer vision, deep learning, git, java, machine learning, nlp, python, pytorch, r, s...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, ML Runtime & Optimization","c, c++, computer vision, deep learning, machine learning, python, r","c, c++, computer vision, deep learning, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Software Engineer,"c, docker, kubernetes, python, r, software engineering, sql, typescript","c, docker, kubernetes, python, r, software engineering, sql, typescript",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Artificial Intelligence / Data Scientist Intern (HR),"c, data science, data visualization, machine learning, power bi, r, tableau","c, data science, data visualization, machine learning, power bi, r, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Staff Data Scientist, Locations","c, data science, nlp, r, scala","c, data science, nlp, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Senior Software Engineer, Machine Learning","c, deep learning, git, java, machine learning, python, pytorch, r, spark, sql, tensorflow","c, deep learning, git, java, machine learning, python, pytorch, r, spark, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, AGIF","aws, c, r","aws, c, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer - Bay Area,"azure, c, feature engineering, gcp, large language models, machine learning, nlp, python, pytorch, r, scala, sql, tensorflow","azure, c, feature engineering, gcp, large language models, machine learning, nlp, python, pytorch, r...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Data Scientist,"c, data science, html, python, r, scala, spark, sql, tableau","c, data science, html, python, r, scala, spark, sql, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
AI Software Engineer,"c, r, software engineering, sql","c, r, software engineering, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Junior Data Science Engineer,"c, data science, data visualization, hadoop, machine learning, numpy, pandas, power bi, python, r, spark, tableau","c, data science, data visualization, hadoop, machine learning, numpy, pandas, power bi, python, r, s...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Machine Learning Engineer, Behavior Data","c, computer vision, data science, deep learning, docker, git, github, kubernetes, machine learning, python, r, scala, sql","c, computer vision, data science, deep learning, docker, git, github, kubernetes, machine learning, ...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Data Scientist,"c, data science, gcp, machine learning, python, r","c, data science, gcp, machine learning, python, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, Safeguards","aws, c, machine learning, python, pytorch, r, sql, tensorflow, transformers","aws, c, machine learning, python, pytorch, r, sql, tensorflow, transformers",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist - Diss,"aws, azure, c, data visualization, databases, gcp, machine learning, nlp, python, pytorch, r, scala, spark, sql, tensorflow","aws, azure, c, data visualization, databases, gcp, machine learning, nlp, python, pytorch, r, scala,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Front End","c, css, git, html, java, javascript, machine learning, r, scala","c, css, git, html, java, javascript, machine learning, r, scala",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Data Scientist,"aws, c, cloud computing, data science, machine learning, python, r, scala, spark, sql, statistical modeling","aws, c, cloud computing, data science, machine learning, python, r, scala, spark, sql, statistical m...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer - GenAI Post Train, Monetization Generative AI","aws, c, deep learning, diffusion models, machine learning, pytorch, r","aws, c, deep learning, diffusion models, machine learning, pytorch, r",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist III - Machine Learning Engineer - Data Ventures,"aws, c, data science, deep learning, gcp, git, machine learning, python, r, scala, scikit learn, software engineering, spark, sql, tensorflow","aws, c, data science, deep learning, gcp, git, machine learning, python, r, scala, scikit learn, sof...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Senior Machine Learning Software Engineer,"c, c++, deep learning, machine learning, python, r","c, c++, deep learning, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
AI Software Engineer,"agile software development, azure, c, css, databases, docker, git, html, java, javascript, linux, python, r, scala, typescript","agile software development, azure, c, css, databases, docker, git, html, java, javascript, linux, py...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, azure, c, c++, computer vision, data science, gcp, linux, machine learning, python, pytorch, r, scala, statistical modeling, tensorflow","aws, azure, c, c++, computer vision, data science, gcp, linux, machine learning, python, pytorch, r,...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Senior Artificial Intelligence (AI) Data Scientist, Data & Technology, Data Analytics & AI (Remote)","aws, azure, c, data analytics, deep learning, gcp, java, machine learning, nlp, python, r, scala, spark, sql, tableau","aws, azure, c, data analytics, deep learning, gcp, java, machine learning, nlp, python, r, scala, sp...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Search Engine, E-Commerce Alliance","aws, c, c++, deep learning, machine learning, python, r, tensorflow","aws, c, c++, deep learning, machine learning, python, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Generative AI Innovation Center","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Intern, AI ML Software Engineer","aws, azure, c, data science, databases, gcp, large language models, machine learning, python, r, scala, software engineering, sql","aws, azure, c, data science, databases, gcp, large language models, machine learning, python, r, sca...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"c, cloud computing, data science, deep learning, gcp, git, machine learning, nlp, python, pytorch, r, sql, tensorflow","c, cloud computing, data science, deep learning, gcp, git, machine learning, nlp, python, pytorch, r...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Staff Machine Learning Engineer, ML Platform, Waymo","c, c++, computer vision, python, r, scala, software engineering","c, c++, computer vision, python, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Generative AI / Machine Learning Engineer - NYC,"c, c++, computer vision, docker, gcp, git, github, java, kubernetes, pytorch, r","c, c++, computer vision, docker, gcp, git, github, java, kubernetes, pytorch, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Graduate (CV/NLP/Multimodal LLM- TikTok Trust and Safety) - 2025 Start (MS/BS),"aws, c, computer vision, large language models, machine learning, nlp, r","aws, c, computer vision, large language models, machine learning, nlp, r",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer for Game Technology,"c, c++, computer vision, deep learning, machine learning, pytorch, r, tensorflow","c, c++, computer vision, deep learning, machine learning, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Senior Software Engineer, Machine Learning","c, deep learning, git, java, machine learning, python, pytorch, r, spark, sql, tensorflow","c, deep learning, git, java, machine learning, python, pytorch, r, spark, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, Generative AI Innovation Center","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data engineer/ML engineer in Eastern/Central,"aws, azure, c, gcp, java, kubernetes, python, r, scala, spark","aws, azure, c, gcp, java, kubernetes, python, r, scala, spark",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Intern (Fall 2025)","c, git, github, java, javascript, python, r, software engineering","c, git, github, java, javascript, python, r, software engineering",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, python, pytorch, r, tensorflow","c, c++, computer vision, deep learning, machine learning, python, pytorch, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior Machine Learning Engineer- AI Defense Team,"c, databricks, machine learning, python, pytorch, r, scala, sql, tensorflow","c, databricks, machine learning, python, pytorch, r, scala, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Artificial Intelligence / Data Scientist Intern (HR),"c, data science, data visualization, machine learning, power bi, r, tableau","c, data science, data visualization, machine learning, power bi, r, tableau",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, data science, databases, feature engineering, machine learning, pandas, python, r, software engineering, sql","c, data science, databases, feature engineering, machine learning, pandas, python, r, software engin...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer Vice President,"aws, c, data science, deep learning, python, r, scala","aws, c, data science, deep learning, python, r, scala",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist - Finance,"c, data science, machine learning, power bi, python, r, sql","c, data science, machine learning, power bi, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer - Ads Signal,"aws, c, c++, deep learning, machine learning, nlp, python, r","aws, c, c++, deep learning, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Intern (Search-TikTok Recommendation) - 2025 Summer (BS/MS),"aws, c, deep learning, machine learning, nlp, r, software engineering","aws, c, deep learning, machine learning, nlp, r, software engineering",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Software Engineer Intern - Data,"c, data science, data visualization, java, javascript, python, r, tableau, web development","c, data science, data visualization, java, javascript, python, r, tableau, web development",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"aws, c, c++, data science, gcp, machine learning, python, pytorch, r, scala, software engineering, sql","aws, c, c++, data science, gcp, machine learning, python, pytorch, r, scala, software engineering, s...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, iOS","c, java, node.js, r, typescript","c, java, node.js, r, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
MACHINE LEARNING ENGINEER,"aws, azure, c, computer vision, data science, databases, deep learning, docker, feature engineering, gcp, git, java, kubernetes, machine learning, nlp, python, pytorch, r, scala, sql, tensorflow","aws, azure, c, computer vision, data science, databases, deep learning, docker, feature engineering,...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Senior Machine Learning Engineer,"c, data science, deep learning, git, java, kubernetes, machine learning, nlp, python, pytorch, r, scala, sql, tensorflow","c, data science, deep learning, git, java, kubernetes, machine learning, nlp, python, pytorch, r, sc...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Applied Data Scientist – Compute & Experimentation,"c, data science, data visualization, machine learning, numpy, pandas, python, r, sql, tableau","c, data science, data visualization, machine learning, numpy, pandas, python, r, sql, tableau",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning & AI Engineer,"c, c++, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow","c, c++, computer vision, deep learning, machine learning, python, pytorch, r, scala, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
AI/ML Data Scientist,"aws, azure, c, cloud computing, data analytics, data science, data visualization, deep learning, feature engineering, gcp, git, hadoop, machine learning, numpy, pandas, python, pytorch, r, scala, spark, statistical modeling, tensorflow","aws, azure, c, cloud computing, data analytics, data science, data visualization, deep learning, fea...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Software Engineer 2,"c, databases, docker, java, kubernetes, r, sql","c, databases, docker, java, kubernetes, r, sql",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer,"aws, c, mongodb, python, r","aws, c, mongodb, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Principal Data Scientist,"aws, c, data science, docker, git, machine learning, numpy, pandas, python, r, software engineering, statistical modeling","aws, c, data science, docker, git, machine learning, numpy, pandas, python, r, software engineering,...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Senior Machine Learning Engineer,"c, deep learning, java, machine learning, python, pytorch, r, software engineering, tensorflow","c, deep learning, java, machine learning, python, pytorch, r, software engineering, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, c++, git, java, machine learning, matlab, neural networks, python, r","c, c++, git, java, machine learning, matlab, neural networks, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, azure, c, data science, databases, deep learning, git, large language models, linux, machine learning, mysql, nlp, python, pytorch, r, software engineering, sql, tensorflow, transformers","aws, azure, c, data science, databases, deep learning, git, large language models, linux, machine le...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Data Scientist,"c, r","c, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Machine Learning Engineer, AGIF","aws, c, r","aws, c, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
"Software Engineer, AI","aws, azure, c, databases, large language models, machine learning, nlp, python, r, scala, software engineering","aws, azure, c, databases, large language models, machine learning, nlp, python, r, scala, software e...",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer, Recommendation, E-Commerce Alliance","aws, c, c++, machine learning, python, r, tensorflow","aws, c, c++, machine learning, python, r, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior Machine Learning Engineer,"c, computer vision, deep learning, git, machine learning, python, pytorch, r, tensorflow, transformers","c, computer vision, deep learning, git, machine learning, python, pytorch, r, tensorflow, transforme...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Senior Machine Learning Engineer,"c, c++, gcp, machine learning, python, pytorch, r, software engineering, tensorflow","c, c++, gcp, machine learning, python, pytorch, r, software engineering, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer III,"aws, c, c++, computer vision, databases, git, java, machine learning, mysql, python, r, software engineering, sql","aws, c, c++, computer vision, databases, git, java, machine learning, mysql, python, r, software eng...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, c, docker, kubernetes, linux, machine learning, python, r","aws, c, docker, kubernetes, linux, machine learning, python, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer - Onboarding,"c, git, github, mongodb, node.js, r, scala, sql, typescript","c, git, github, mongodb, node.js, r, scala, sql, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer Graduate (Commerce Ads) - 2025 Start (BS/MS),"aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, scala, spark, tensorflow","aws, c, c++, deep learning, linux, machine learning, python, pytorch, r, scala, spark, tensorflow",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer II,"aws, c, c++, computer vision, databases, git, java, machine learning, mysql, python, r, software engineering, sql","aws, c, c++, computer vision, databases, git, java, machine learning, mysql, python, r, software eng...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Senior Machine Learning Engineer,"c, data science, deep learning, git, java, kubernetes, machine learning, nlp, python, pytorch, r, scala, sql, tensorflow","c, data science, deep learning, git, java, kubernetes, machine learning, nlp, python, pytorch, r, sc...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Senior Machine Learning Engineer,"aws, c, data science, databricks, docker, git, github, hadoop, java, kubernetes, machine learning, python, pytorch, r, scala, spark, sql, transformers","aws, c, data science, databricks, docker, git, github, hadoop, java, kubernetes, machine learning, p...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer - Onboarding,"c, git, github, mongodb, node.js, r, scala, sql, typescript","c, git, github, mongodb, node.js, r, scala, sql, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Software Engineer, Machine Learning","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering","c, c++, git, java, javascript, machine learning, python, pytorch, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Generative AI Innovation Center - Model Customization","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Machine Learning Engineer, Generative AI Innovation Center","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer Intern (Monetization Technology - Ads Core Technology) - 2025 Start (PhD),"aws, c, c++, deep learning, diffusion models, linux, machine learning, python, pytorch, r, tensorflow","aws, c, c++, deep learning, diffusion models, linux, machine learning, python, pytorch, r, tensorflo...",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, Gen AI Innovation Center, AWS","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala","aws, c, cloud computing, deep learning, large language models, machine learning, r, scala",4,"Cluster 4 (large language models, scala, c, aws, r)"
